Symbol,Name,CEO,YR,SALARY
VHC,VirnetX Holding Corp.,Kendall Larsen,2018,1853067
HIVE,"Aerohive Networks, Inc.",David Flynn,2018,1847323
TCO,"Taubman Centers, Inc.",Robert Taubman,2018,1842633
HLNE,"Hamilton Lane, Inc.",Mario Giannini,2018,1834554
OLP,"One Liberty Properties, Inc.",Patrick Callan Jr.,2018,1834548
TUSK,"Mammoth Energy Services, Inc.",Arty Straehla,2018,1832087
CUBI,"Customers Bancorp, Inc.",Jay Sidhu,2018,1829086
TBNK,"Territorial Bancorp, Inc.",Allan Kitagawa,2018,1825636
BBGI,"Beasley Broadcast Group, Inc.",Caroline Beasley,2018,1823520
LMNR,Limoneira Co.,Harold Edwards,2018,1817918
PRK,Park National Corp.,David Trautman,2018,1807467
KZR,"Kezar Life Sciences, Inc.",John Fowler,2018,1800543
NHI,"National Health Investors, Inc.",Eric Mendelsohn,2018,1800008
FTK,"Flotek Industries, Inc.",John Chisholm,2018,1794367
AXTI,"AXT, Inc.",Morris Young,2018,1791719
HONE,"HarborOne Bancorp, Inc.",James Blake,2018,1787571
NNI,"Nelnet, Inc.",Jeffrey Noordhoek,2018,1783757
AMSF,"AMERISAFE, Inc.",G. Frost,2018,1783044
IDRA,"Idera Pharmaceuticals, Inc.",Vincent Milano,2018,1781944
HVT,"Haverty Furniture Cos., Inc.",Clarence Smith,2018,1775553
STRS,"Stratus Properties, Inc.",William Armstrong III,2018,1771969
SPKE,"Spark Energy, Inc.",Nathan Kroeker,2018,1761957
HBIO,"Harvard Bioscience, Inc.",Jeffrey Duchemin,2018,1759305
SASR,"Sandy Spring Bancorp, Inc.",Daniel Schrider,2018,1754015
CPSI,"Computer Programs & Systems, Inc.",J. Douglas,2018,1753336
FTSV,"Forty Seven, Inc.",Mark McCamish,2018,1752790
DX,"Dynex Capital, Inc.",Byron Boston,2018,1751298
DGII,"Digi International, Inc.",Ronald Konezny,2018,1751005
GAIA,"Gaia, Inc.",Jirka Rysavy,2018,1746826
MDXG,"MiMedx Group, Inc.",Parker Petit,2018,1744974
ARQL,"ArQule, Inc.",Paolo Pucci,2018,1744527
MCRI,"Monarch Casino & Resort, Inc.",John Farahi,2018,1743153
ALNA,"Allena Pharmaceuticals, Inc.",Alexey Margolin,2018,1740371
APTS,"Preferred Apartment Communities, Inc.",Daniel DuPree,2018,1732607
ATRO,Astronics Corp.,Peter Gundermann,2018,1730351
GORO,Gold Resource Corp.,Jason Reid,2018,1729710
CTT,"CatchMark Timber Trust, Inc.",Jerry Barag,2018,1729632
BMTC,Bryn Mawr Bank Corp.,Francis Leto,2018,1729087
OSBC,"Old Second Bancorp, Inc.",James Eccher,2018,1728919
DHT,"DHT Holdings, Inc.",Svein Harfjeld,2018,1715372
ESQ,"Esquire Financial Holdings, Inc.",Andrew Sagliocca,2018,1714595
ECOM,ChannelAdvisor Corp.,David Spitz,2018,1709095
LPG,Dorian LPG Ltd.,John Hadjipateras,2018,1708600
NEWM,"New Media Investment Group, Inc.",Kirk Davis,2018,1703092
ATHX,"Athersys, Inc.",Gil Bokkelen,2018,1701622
MRLN,Marlin Business Services Corp.,Jeffrey Hilzinger,2018,1693129
ORN,"Orion Group Holdings, Inc.",Mark Stauffer,2018,1692650
PRIM,Primoris Services Corp.,David King,2018,1687208
AMZN,"Amazon.com, Inc.",Jeffrey Bezos,2018,1681840
CLBK,"Columbia Financial, Inc.",Thomas Kemly,2018,1681487
PTSI,"P.A.M. Transportation Services, Inc.",Daniel Cushman,2018,1680993
TLYS,"Tilly's, Inc.",Edmond Thomas,2019,1677174
BXMT,"Blackstone Mortgage Trust, Inc.",Stephen Plavin,2018,1675680
SXC,"SunCoke Energy, Inc.",Michael Rippey,2018,1671173
SIBN,"SI-BONE, Inc.",Jeffrey Dunn,2018,1670660
MRTN,Marten Transport Ltd.,Randolph Marten,2018,1670145
SRCE,1st Source Corp.,Christopher Murphy,2018,1669813
PBPB,Potbelly Corp.,Alan Johnson,2018,1668251
SND,"Smart Sand, Inc.",Charles Young,2018,1668182
KNSL,"Kinsale Capital Group, Inc.",Michael Kehoe,2018,1667505
EBSB,"Meridian Bancorp, Inc.",Richard Gavegnano,2018,1664466
SMPL,The Simply Good Foods Co.,Joseph Scalzo,2018,1663246
HMST,"HomeStreet, Inc.",Mark Mason,2018,1661072
LIND,"Lindblad Expeditions Holdings, Inc.",Sven-Olof Lindblad,2018,1657858
IPGP,IPG Photonics Corp.,Valentin Gapontsev,2018,1653996
GRTS,"Gritstone Oncology, Inc.",Andrew Allen,2018,1652416
PFSW,"PFSweb, Inc.",Michael Willoughby,2018,1645414
USAK,"USA Truck, Inc.",James Reed,2018,1644244
TCS,"The Container Store Group, Inc.",Melissa Reiff,2018,1631000
AC,"Associated Capital Group, Inc.",Douglas Jamieson,2018,1630520
WHD,"Cactus, Inc.",Scott Bender,2018,1628133
CBTX,"CBTX, Inc. (Texas)",Robert Franklin Jr.,2018,1625351
FSBW,"FS Bancorp, Inc.",Joseph Adams,2018,1622639
ARWR,"Arrowhead Pharmaceuticals, Inc.",Christopher Anzalone,2018,1619901
CCF,Chase Corp.,Adam Chase,2018,1618722
OXFD,Oxford Immunotec Global Plc,Peter Wrighton-Smith,2018,1617254
NWHM,"The New Home Co., Inc.",H. Webb,2018,1612787
VSTM,"Verastem, Inc.",Robert Forrester,2018,1612609
PACB,"Pacific Biosciences of California, Inc.",Michael Hunkapiller,2018,1610866
PFNX,"Pfenex, Inc.",Evert Schimmelpennink,2018,1606610
RECN,"Resources Connection, Inc.",Kate Duchene,2018,1605961
LKFN,Lakeland Financial Corp. (Indiana),David Findlay,2018,1604171
HIBB,"Hibbett Sports, Inc.",Jeffry Rosenthal,2019,1603575
EYE,"National Vision Holdings, Inc.",L. Fahs,2018,1602670
CCNE,CNB Financial Corp. (Pennsylvania),Joseph Bower,2018,1602513
QNST,"QuinStreet, Inc.",Douglas Valenti,2018,1601303
ADES,"Advanced Emissions Solutions, Inc.",L. Sampson,2018,1600702
LOGC,"LogicBio Therapeutics, Inc.",Frederic Chereau,2018,1599916
FFWM,"First Foundation, Inc.",Scott Kavanaugh,2018,1592900
ZIOP,"ZIOPHARM Oncology, Inc.",Laurence Neil Cooper,2018,1589239
SBSI,"Southside Bancshares, Inc.",Lee Gibson,2018,1587326
DORM,"Dorman Products, Inc.",Mathias Barton,2018,1584149
ISCA,International Speedway Corp.,Lesa Kennedy,2018,1575256
CTWS,"Connecticut Water Service, Inc.",David Benoit,2018,1574880
CAC,Camden National Corp. (Maine),Gregory Dufour,2018,1568237
ADMA,"ADMA Biologics, Inc.",Adam Grossman,2018,1553300
CEVA,"CEVA, Inc.",Gideon Wertheizer,2018,1550738
NXRT,"NexPoint Residential Trust, Inc.",James Dondero,2018,1550246
PLAB,"Photronics, Inc.",Peter Kirlin,2018,1546173
MEI,"Methode Electronics, Inc.",Donald Duda,2018,1545626
BANC,"Banc of California, Inc.",Douglas Bowers,2018,1545199
MIDD,The Middleby Corp.,Selim Bassoul,2018,1545067
SIGA,"SIGA Technologies, Inc.",Phillip Gomez,2018,1545000
ATRI,Atrion Corp.,David Battat,2018,1543530
FCCY,1st Constitution Bancorp,Robert Mangano,2018,1541840
HOFT,Hooker Furniture Corp.,Paul Toms Jr.,2019,1539886
NHTC,Natural Health Trends Corp.,Chris Sharng,2018,1539801
NVEE,"NV5 Global, Inc.",Dickerson Wright,2018,1539505
SNHY,Sun Hydraulics Corp.,Wolfgang Dangel,2018,1539107
ORRF,"Orrstown Financial Services, Inc.",Thomas Quinn,2018,1536192
HABT,"The Habit Restaurants, Inc.",Russell Bendel,2018,1535448
MNR,Monmouth Real Estate Investment Corp.,Michael Landy,2018,1531855
MCY,Mercury General Corp.,Gabriel Tirador,2018,1530049
CULP,"Culp, Inc.",Franklin Saxon,2018,1523527
KEYW,The KEYW Holding Corp.,Bill Weber,2018,1512792
TBBK,"The Bancorp, Inc. (Delaware)",Damian Kozlowski,2018,1509324
SBCF,Seacoast Banking Corp. of Florida,Dennis Hudson III,2018,1508888
MNKD,MannKind Corp.,Michael Castagna,2018,1508741
SCCO,Southern Copper Corp.,Oscar Rocha,2018,1504764
INBK,First Internet Bancorp,David Becker,2018,1502058
MGEE,"MGE Energy, Inc.",Jeffrey Keebler,2018,1501606
IOTS,Adesto Technologies Corp.,Narbeh Derhacobian,2018,1497215
FFIN,"First Financial Bankshares, Inc.",F. Dueser,2018,1496513
FLWS,"1-800-FLOWERS.COM, Inc.",Christopher McCann,2018,1492750
HTLF,"Heartland Financial USA, Inc.",Bruce Lee,2018,1492045
SCPH,"scPharmaceuticals, Inc.",John Tucker,2018,1491307
PCYG,"Park City Group, Inc.",Randall Fields,2018,1490734
TLRA,"Telaria, Inc.",Mark Zagorski,2018,1489672
MLP,"Maui Land & Pineapple Co., Inc.",Warren Haruki,2018,1487375
ENZ,"Enzo Biochem, Inc.",Elazar Rabbani,2018,1476672
AOI,"Pyxus International, Inc.",J. Sikkel,2018,1474137
CVGW,"Calavo Growers, Inc.",Lecil Cole,2018,1468667
FARM,Farmer Brothers Co.,Michael Keown,2018,1466782
JAX,"J. Alexander's Holdings, Inc.",Lonnie Stout,2018,1460890
BDGE,"Bridge Bancorp, Inc.",Kevin O'Connor,2018,1460095
BCML,BayCom Corp.,George Guarini,2018,1444511
SYBT,"Stock Yards Bancorp, Inc.",David Heintzman,2018,1444141
SRPT,"Sarepta Therapeutics, Inc.",Douglas Ingram,2018,1433872
HFWA,Heritage Financial Corp. (Washington),Brian Vance,2018,1427316
MCFT,"Mastercraft Boat Holdings, Inc.",Terry McNew,2018,1421030
XELA,"Exela Technologies, Inc.",Ronald Cogburn,2018,1415666
MSEX,Middlesex Water Co.,Dennis Doll,2018,1413006
PFIE,"Profire Energy, Inc.",Brenton Hatch,2018,1409162
ZIXI,Zix Corp.,David Wagner,2018,1408392
SMHI,"Seacor Marine Holdings, Inc.",John Gellert,2018,1408323
LBC,Luther Burbank Corp.,John Biggs,2018,1408004
FLO,"Flowers Foods, Inc.",Allen Shiver,2018,1406881
LMAT,"LeMaitre Vascular, Inc.",George LeMaitre,2018,1404206
VKTX,"Viking Therapeutics, Inc.",Brian Lian,2018,1403283
CNTY,"Century Casinos, Inc.",Erwin Haitzmann,2018,1401757
PEBO,"Peoples Bancorp, Inc. (Ohio)",Charles Sulerzyski,2018,1399576
HSDT,"Helius Medical Technologies, Inc.",Philippe Deschamps,2018,1394760
TMP,Tompkins Financial Corp.,Stephen Romaine,2018,1389441
TPHS,"Trinity Place Holdings, Inc.",Matthew Messinger,2018,1389440
AMWD,American Woodmark Corp.,S. Dunston,2018,1380094
FLXS,"Flexsteel Industries, Inc.",Karel Czanderna,2018,1369384
SYNL,Synalloy Corp.,Craig Bram,2018,1366312
TXRH,"Texas Roadhouse, Inc.",W. Taylor,2018,1363098
CRVS,"Corvus Pharmaceuticals, Inc.",Richard Miller,2018,1362313
ECOR,"electroCore, Inc.",Francis Amato,2018,1354020
AVX,AVX Corp.,John Sarvis,2019,1351431
CARO,Carolina Financial Corp.,Jerold Rexroad,2018,1342955
RDI,"Reading International, Inc.",Ellen Cotter,2018,1340124
BWB,"Bridgewater Bancshares, Inc.",Jerry Baack,2018,1337930
KVHI,"KVH Industries, Inc. (Delaware)",Martin Kits van Heyningen,2018,1337078
AROW,Arrow Financial Corp.,Thomas Murphy,2018,1335544
GTY,Getty Realty Corp.,Christopher Constant,2018,1333951
CHCO,City Holding Co.,Charles Hageboeck,2018,1327625
XOMA,XOMA Corp.,James Neal,2018,1323455
PKBK,"Parke Bancorp, Inc.",Vito Pantilione,2018,1322620
ODC,Oil-Dri Corp. of America,Daniel Jaffee,2018,1320386
SFBS,"ServisFirst Bancshares, Inc.",Thomas Broughton,2018,1312366
SMMF,"Summit Financial Group, Inc. (West Virginia)",H. Maddy III,2018,1309907
SBPH,"Spring Bank Pharmaceuticals, Inc.",Martin Driscoll,2018,1307653
ACBI,"Atlantic Capital Bancshares, Inc.",Douglas Williams,2018,1305646
DLTH,"Duluth Holdings, Inc.",Stephanie Pugliese,2019,1297270
NVRO,Nevro Corp.,Rami Elghandour,2018,1293700
LNDC,Landec Corp.,Molly Hemmeter,2018,1292699
PTI,"Proteostasis Therapeutics, Inc.",Meenu Chhabra,2018,1289270
ITIC,Investors Title Co.,J. Fine,2018,1284233
YUMC,"Yum China Holdings, Inc.",Muktesh Pant,2018,1282825
CALM,"Cal-Maine Foods, Inc.",Adolphus Baker,2018,1282377
ULH,"Universal Logistics Holdings, Inc.",Jeffrey Rogers,2018,1279367
FVCB,"FVCBankcorp, Inc.",David Pijor,2018,1273262
NHC,National HealthCare Corp.,Stephen Flatt,2018,1272456
STBA,"S&T Bancorp, Inc.",Todd Brice,2018,1262779
BRT,BRT Apartments Corp.,Jeffrey Gould,2018,1262316
GLRE,Greenlight Capital Re Ltd.,Simon Burton,2018,1260610
LORL,"Loral Space & Communications, Inc.",Avi Katz,2018,1259251
KREF,"KKR Real Estate Finance Trust, Inc.",Christen Lee,2018,1256763
WEYS,"Weyco Group, Inc.",Thomas Florsheim Jr.,2018,1255050
BREW,"Craft Brew Alliance, Inc.",Andrew Thomas,2018,1249277
CTSO,CytoSorbents Corp.,Phillip Chan,2018,1247295
UFI,"Unifi, Inc.",Kevin Hall,2018,1247039
MSBI,"Midland States Bancorp, Inc.",Leon Holschbach,2018,1243833
GTXI,"GTx, Inc.",Marc Hanover,2018,1243813
BHB,Bar Harbor Bankshares,Curtis Simard,2018,1241216
BMRC,Bank of Marin Bancorp,Russell Colombo,2018,1240162
PLCE,"The Children's Place, Inc.",Jane Elfers,2019,1238176
CASI,"CASI Pharmaceuticals, Inc.",Ken Ren,2018,1237149
JBSS,"John B. Sanfilippo & Son, Inc.",Jeffrey Sanfilippo,2018,1235429
ITI,"Iteris, Inc.",Joe Bergera,2018,1234734
FBNC,First Bancorp (North Carolina),Richard Moore,2018,1232617
SBBX,SB One Bancorp,Anthony Labozzetta,2018,1229311
PRMW,Primo Water Corp.,Matthew Sheehan,2018,1225728
LQDT,"Liquidity Services, Inc.",William Angrick III,2018,1222159
PETS,"PetMed Express, Inc.",Menderes Akdag,2018,1221485
RTIX,"RTI Surgical Holdings, Inc.",Camille Farhat,2018,1219629
LSCC,Lattice Semiconductor Corp.,Darin Billerbeck,2018,1215191
MSTR,"MicroStrategy, Inc.",Michael Saylor,2018,1213196
CTBI,"Community Trust Bancorp, Inc. (Kentucky)",Jean Hale,2018,1208129
GMS,"GMS, Inc.",G. Callahan Jr.,2018,1201526
IMKTA,"Ingles Markets, Inc.",James Lanning,2018,1199679
UVSP,Univest Financial Corp.,Jeffrey Schweitzer,2018,1188401
CTRN,"Citi Trends, Inc.",Bruce Smith,2019,1187902
FCF,First Commonwealth Financial Corp. (Pennsylvania),T. Price,2018,1187171
STIM,"Neuronetics, Inc.",Christopher Thatcher,2018,1179548
MPX,Marine Products Corp.,Richard Hubbell,2018,1179400
CCBG,"Capital City Bank Group, Inc.",William Smith,2018,1176183
FCEL,"FuelCell Energy, Inc.",Arthur Bottone,2018,1174167
GPMT,"Granite Point Mortgage Trust, Inc.",John Taylor,2018,1170860
WIFI,"Boingo Wireless, Inc.",David Hagan,2018,1169773
CUTR,"Cutera, Inc.",James Reinstein,2018,1169587
AMRC,"Ameresco, Inc.",George Sakellaris,2018,1168353
NATH,"Nathan's Famous, Inc.",Eric Gatoff,2018,1164584
HBNC,"Horizon Bancorp, Inc. (Indiana)",Craig Dwight,2018,1163495
EML,The Eastern Co.,August Vlak,2018,1158481
PBIP,"Prudential Bancorp, Inc.",Dennis Pollack,2018,1152676
MIC,Macquarie Infrastructure Corp.,Christopher Frost,2018,1151280
NLS,"Nautilus, Inc.",Bruce Cazenave,2018,1150024
TVTY,"Tivity Health, Inc.",Donato Tramuto,2018,1146622
GSBC,"Great Southern Bancorp, Inc. (Missouri)",Joseph Turner,2018,1146553
EFSC,Enterprise Financial Services Corp.,James Lally,2018,1141822
FISI,"Financial Institutions, Inc.",Martin Birmingham,2018,1135282
AGX,"Argan, Inc.",Rainer Bosselmann,2019,1133415
MPO,"Midstates Petroleum Co., Inc.",David Sambrooks,2018,1132000
GHM,Graham Corp.,James Lines,2018,1129800
RCUS,"Arcus Biosciences, Inc.",Terry Rosen,2018,1124929
CFFN,"Capitol Federal Financial, Inc.",John Dicus,2018,1124825
TBK,"Triumph Bancorp, Inc.",Aaron Graft,2018,1123584
ERII,"Energy Recovery, Inc.",Chris Gannon,2018,1120328
CWCO,Consolidated Water Co. Ltd.,Frederick McTaggart,2018,1120133
HTBK,Heritage Commerce Corp.,Walter Kaczmarek,2018,1112450
OSMT,Osmotica Pharmaceuticals Plc,Brian Markison,2018,1108861
NYNY,"Empire Resorts, Inc.",Ryan Eller,2018,1108200
IBCP,Independent Bank Corp. (Michigan),William Kessel,2018,1103298
NCBS,"Nicolet Bankshares, Inc.",Robert Atwell,2018,1100309
GCBC,"Greene County Bancorp, Inc.",Donald Gibson,2018,1100200
EVBN,"Evans Bancorp, Inc.",David Nasca,2018,1098652
SONA,"Southern National Bancorp of Virginia, Inc.",Joe Shearin,2018,1096912
GRC,The Gorman-Rupp Co.,Jeffrey Gorman,2018,1093794
FOR,"Forestar Group, Inc.",Daniel Bartok,2018,1093273
TTGT,"TechTarget, Inc.",Michael Cotoia,2018,1085066
CELH,"Celsius Holdings, Inc.",John Fieldly,2018,1083450
BWFG,"Bankwell Financial Group, Inc.",Christopher Gruseke,2018,1082856
WTBA,"West Bancorporation, Inc.",David Nelson,2018,1081568
MOBL,"MobileIron, Inc.",Simon Biddiscombe,2018,1076393
FRX,"Fennec Pharmaceuticals, Inc.",Rostislav Raykov,2018,1072261
SYX,"Systemax, Inc.",Lawrence Reinhold,2018,1070700
AGYS,"Agilysys, Inc.",Ramesh Srinivasan,2018,1066205
DRRX,DURECT Corp.,James Brown,2018,1064696
PWOD,"Penns Woods Bancorp, Inc.",Richard Grafmyre,2018,1061642
RAIL,"FreightCar America, Inc.",James Meyer,2018,1061377
NVTR,Nuvectra Corp.,Scott Drees,2018,1060925
FMBH,"First Mid Bancshares, Inc.",Joseph Dively,2018,1053180
SPA,Sparton Corp.,Joseph Hartnett,2018,1052210
HWKN,"Hawkins, Inc.",Patrick Hawkins,2018,1049203
CBMG,"Cellular Biomedicine Group, Inc.",Tony Liu,2018,1046272
AMSWA,"American Software, Inc.",James Edenfield,2018,1045399
ETSY,"Etsy, Inc.",Josh Silverman,2018,1045083
SFST,"Southern First Bancshares, Inc.",R. Seaver Jr.,2018,1044399
SMP,"Standard Motor Products, Inc.",Eric Sills,2018,1044357
URBN,"Urban Outfitters, Inc.",Richard Hayne,2019,1039129
FDEF,First Defiance Financial Corp.,Donald Hileman,2018,1036640
CACC,Credit Acceptance Corp.,Brett Roberts,2018,1036100
HBMD,"Howard Bancorp, Inc. (Maryland)",Mary Scully,2018,1034969
CNBKA,"Century Bancorp, Inc. (Massachusetts)",Barry Sloane,2018,1032023
HALL,"Hallmark Financial Services, Inc.",Naveen Anand,2018,1028566
BFST,"Business First Bancshares, Inc.",David Melville III,2018,1023254
VBTX,"Veritex Holdings, Inc.",C. Holland III,2018,1023102
NBN,Northeast Bank (Maine),Richard Wayne,2018,1014957
CIX,"CompX International, Inc.",Scott James,2018,1014565
FSB,"Franklin Financial Network, Inc.",Richard Herrington,2018,1010773
EBTC,"Enterprise Bancorp, Inc.",John Clancy,2018,1010752
FMNB,Farmers National Banc Corp.,Kevin Helmick,2018,1007269
BSET,"Bassett Furniture Industries, Inc.",Robert Spilman,2018,1005160
USAP,"Universal Stainless & Alloy Products, Inc.",Dennis Oates,2018,1004512
ARTNA,Artesian Resources Corp.,Dian Taylor,2018,1000601
NSSC,"Napco Security Technologies, Inc.",Richard Soloway,2018,1000558
CURO,CURO Group Holdings Corp.,Donald Gayhardt Jr.,2018,998028
WSBF,"Waterstone Financial, Inc.",Douglas Gordon,2018,987899
LOB,"Live Oak Bancshares, Inc.",James Mahan,2018,986694
PCYO,Pure Cycle Corp.,Mark Harding,2018,985755
QCRH,"QCR Holdings, Inc.",Douglas Hultquist,2018,985534
PEGA,"Pegasystems, Inc.",Alan Trefler,2018,981250
CVCO,"Cavco Industries, Inc.",Daniel Urness,2019,979683
SSTI,"ShotSpotter, Inc.",Ralph Clark,2018,970000
ASUR,"Asure Software, Inc.",Patrick Goepel,2018,969239
UCFC,United Community Financial Corp.,Gary Small,2018,967019
SBT,"Sterling Bancorp, Inc. (Michigan)",Gary Judd,2018,965385
AMEH,"Apollo Medical Holdings, Inc.",Thomas Lam,2018,964841
PHX,"Panhandle Oil & Gas, Inc.",Paul Blanchard,2018,964025
JCAP,"Jernigan Capital, Inc.",John Good,2018,964001
MBWM,Mercantile Bank Corp.,Robert Kaminski Jr.,2018,951266
EVI,"EVI Industries, Inc.",Henry Nahmad,2018,950000
BSRR,Sierra Bancorp,Kevin McPhaill,2018,949875
WINA,Winmark Corp.,Brett Heffes,2018,949700
XXII,"22nd Century Group, Inc.",Henry Sicignano III,2018,949446
SFE,"Safeguard Scientifics, Inc.",Brian Sisko,2018,949191
NFBK,"Northfield Bancorp, Inc. (New Jersey)",Steven Klein,2018,943547
ESXB,Community Bankers Trust Corp.,Rex Smith III,2018,942674
MBII,"Marrone Bio Innovations, Inc.",Pamela Marrone,2018,941783
UHAL,AMERCO,Edward Shoen,2018,941703
BY,"Byline Bancorp, Inc.",Alberto Paracchini,2018,941699
IIN,Intricon Corp.,Mark Gorder,2018,937868
RETA,"Reata Pharmaceuticals, Inc.",J. Huff,2018,934500
CFFI,C&F Financial Corp.,Larry Dillon,2018,933507
PRGX,"PRGX Global, Inc.",Ronald Stewart,2018,926765
GABC,"German American Bancorp, Inc.",Mark Schroeder,2018,922226
PFIS,Peoples Financial Services Corp.,Craig Best,2018,918397
PCB,Pacific City Financial Corp.,Henry Kim,2018,915602
TCFC,The Community Financial Corp. (Maryland),William Pasenelli,2018,910467
NK,"NantKwest, Inc.",Patrick Soon-Shiong,2018,908746
JOE,The St. Joe Co.,Jorge Gonzalez,2018,905598
DZSI,DASAN Zhone Solutions Inc.,Il Kim,2018,905473
ELOX,"Eloxx Pharmaceuticals, Inc.",Robert Ward,2018,903644
BH,"Biglari Holdings, Inc.",Sardar Biglari,2018,900000
FBIZ,"First Business Financial Services, Inc.",Corey Chambas,2018,899756
BOCH,Bank of Commerce Holdings,Randall Eslick,2018,894505
MMS,"MAXIMUS, Inc.",Richard Montoni,2018,894375
FBMS,"The First Bancshares, Inc. (Mississippi)",M. Cole,2018,893603
NWPX,Northwest Pipe Co.,Scott Montross,2018,891994
RC,Ready Capital Corp.,Frederick Herbst,2018,890330
SKY,Skyline Champion Corp.,Richard Florea,2018,884699
SNR,"New Senior Investment Group, Inc.",Bhairav Patel,2018,883790
PRPL,"Purple Innovation, Inc.",Joseph Megibow,2018,883395
PSMT,"PriceSmart, Inc.",Jose Laparte,2018,880268
REX,REX American Resources Corp.,Zafar Rizvi,2019,879261
DWSN,Dawson Geophysical Co.,Stephen Jumper,2018,875684
TRUP,"Trupanion, Inc.",Darryl Rawlings,2018,875631
PDCO,"Patterson Cos., Inc.",Scott Anderson,2018,871918
ADNT,Adient plc,Frederick Henderson,2018,870476
RMNI,"Rimini Street, Inc.",Seth Ravin,2018,867509
CCB,Coastal Financial Corp. (Washington),Eric Sprink,2018,866344
PUB,People's Utah Bancorp,Len Williams,2018,865053
FRBK,"Republic First Bancorp, Inc.",Harry Madonna,2018,863328
ASTE,"Astec Industries, Inc.",Benjamin Brock,2018,861957
CZNC,Citizens & Northern Corp.,J. Scovill,2018,859765
FNLC,"The First Bancorp, Inc. (Maine)",Tony McKim,2018,858076
ISTR,Investar Holding Corp.,John D’Angelo,2018,857344
LULU,"lululemon athletica, inc.",Glenn Murphy,2019,857328
IESC,"IES Holdings, Inc.",Robert Lewey,2018,853782
AXAS,Abraxas Petroleum Corp.,Robert Watson,2018,852799
PCSB,PCSB Financial Corp.,Joseph Roberto,2018,852341
RLGT,"Radiant Logistics, Inc.",Bohn Crain,2018,851936
FORR,"Forrester Research, Inc.",George Colony,2018,850895
JILL,"J.Jill, Inc.",Paula Bennett,2019,846682
AMNB,"American National Bankshares, Inc. (Virginia)",Jeffrey Haley,2018,845075
RUN,"SunRun, Inc.",Lynn Jurich,2018,844625
AGM,Federal Agricultural Mortgage Corp.,Lowell Junkins,2018,842947
NKSH,"National Bankshares, Inc.",F. Denardo,2018,841298
MITK,"Mitek Systems, Inc.",Bruce Hansen,2018,835088
VSTO,"Vista Outdoor, Inc.",Michael Callahan,2018,832106
TNAV,"TeleNav, Inc.",HP Jin,2018,821302
FMAO,"Farmers & Merchants Bancorp, Inc. (Ohio)",Paul Siebenmorgen,2018,820221
PMBC,Pacific Mercantile Bancorp,Thomas Vertin,2018,818738
GH,"Guardant Health, Inc.",Helmy Eltoukhy,2018,818405
STXB,"Spirit of Texas Bancshares, Inc.",Dean Bass,2018,816084
GNTY,"Guaranty Bancshares, Inc. (Texas)",Tyson Abston,2018,815250
UBFO,United Security Bancshares (California),Dennis Woods,2018,812757
DGICA,"Donegal Group, Inc.",Kevin Burke,2018,810825
NWBI,"Northwest Bancshares, Inc. (Pennsylvania)",William Wagner,2018,806776
ARR,"ARMOUR Residential REIT, Inc.",Scott Ulm,2018,806420
TLGT,"Teligent, Inc.",Jason Grenfell-Gardner,2018,802803
HBCP,"Home Bancorp, Inc.",John Bordelon,2018,802277
CHMG,Chemung Financial Corp.,Anders Tomson,2018,801997
RGCO,"RGC Resources, Inc.",John D'Orazio,2018,801014
IBKR,"Interactive Brokers Group, Inc.",Thomas Peterffy,2018,800000
CMP,"Compass Minerals International, Inc.",Richard Grant,2018,799280
MNRO,"Monro, Inc.",John Van Heel,2018,795330
CHRA,"Charah Solutions, Inc.",Charles Price,2018,795118
BGFV,Big 5 Sporting Goods Corp.,Steven Miller,2018,793236
HAYN,"Haynes International, Inc.",Michael Shor,2018,792919
CPK,Chesapeake Utilities Corp.,Jeffry Householder,2018,792774
WYNN,Wynn Resorts Ltd.,Stephen Wynn,2018,786361
FRBA,"First Bank (Hamilton, New Jersey)",Patrick Ryan,2018,784939
BOLD,"Audentes Therapeutics, Inc.",Matthew Patterson,2018,780480
TYME,"Tyme Technologies, Inc.",Steve Hoffman,2018,779755
OPTN,"OptiNose, Inc.",Peter Miller,2018,778601
MOFG,"MidWestOne Financial Group, Inc.",Charles Funk,2018,773617
ESCA,"Escalade, Inc.",David Fetherman,2018,772723
CSTR,"CapStar Financial Holdings, Inc.",Claire Tucker,2018,772231
NRIM,"Northrim BanCorp, Inc.",Joseph Schierhorn,2018,771191
CLXT,"Calyxt, Inc.",Federico Tripodi,2018,768704
GFN,General Finance Corp.,Ronald Valenta,2018,764228
CBNK,"Capital Bancorp, Inc. (Maryland)",Edward Barry,2018,764218
HAFC,Hanmi Financial Corp.,Chong Kum,2018,761314
TREC,Trecora Resources,Patrick Quarles,2018,759076
PRSP,"Perspecta, Inc.",John Kavanaugh,2018,758222
PVBC,"Provident Bancorp, Inc. (Massachusetts)",David Mansfield,2018,756669
WNEB,"Western New England Bancorp, Inc.",James Hagan,2018,752738
KRNY,Kearny Financial Corp.,Craig Montanaro,2018,750201
HPE,Hewlett-Packard Enterprise Co.,Margaret Whitman,2018,750042
SGRY,"Surgery Partners, Inc.",Clifford Adlerz,2018,748921
PMT,PennyMac Mortgage Investment Trust,David Spector,2018,747988
RBNC,"Reliant Bancorp, Inc.",DeVan Ard,2018,747459
LLEX,"Lilis Energy, Inc.",James Linville Jr.,2018,747147
OVLY,Oak Valley Bancorp,Christopher Courtney,2018,746342
